Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '208.73.210.29-TCP', 'biflow_src_port': 1089, 'biflow_dst_port': 80} | Inverse filter: {'bihost_fwd_id': '208.73.210.29-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 80, 'biflow_dst_port': 1089}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.102-TCP', 'biflow_src_port': 3570, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.102-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3570}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.100-TCP', 'biflow_src_port': 3571, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.100-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3571}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 3573, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3573}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.59.134.8-TCP', 'biflow_src_port': 3576, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.59.134.8-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3576}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.102-TCP', 'biflow_src_port': 3622, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.102-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3622}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.100-TCP', 'biflow_src_port': 3623, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.100-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3623}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 3624, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3624}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.59.134.8-TCP', 'biflow_src_port': 3625, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.59.134.8-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3625}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.102-TCP', 'biflow_src_port': 3626, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.102-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3626}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.100-TCP', 'biflow_src_port': 3627, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.100-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3627}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 3628, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3628}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.59.134.8-TCP', 'biflow_src_port': 3629, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.59.134.8-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3629}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.102-TCP', 'biflow_src_port': 3630, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.102-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3630}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.100-TCP', 'biflow_src_port': 3631, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.100-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3631}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 3632, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3632}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.59.134.8-TCP', 'biflow_src_port': 3633, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.59.134.8-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3633}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.102-TCP', 'biflow_src_port': 3634, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.102-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3634}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.100-TCP', 'biflow_src_port': 3635, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.100-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3635}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 3636, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3636}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.59.134.8-TCP', 'biflow_src_port': 3637, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.59.134.8-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3637}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.102-TCP', 'biflow_src_port': 3638, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.102-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3638}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.100-TCP', 'biflow_src_port': 3639, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.100-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3639}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.100-TCP', 'biflow_src_port': 3640, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.100-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3640}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.102-TCP', 'biflow_src_port': 3641, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.102-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3641}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.100-TCP', 'biflow_src_port': 3642, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.100-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3642}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.102-TCP', 'biflow_src_port': 3643, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.102-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3643}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.100-TCP', 'biflow_src_port': 3644, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.100-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3644}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.102-TCP', 'biflow_src_port': 3645, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.102-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3645}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.100-TCP', 'biflow_src_port': 3646, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.100-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3646}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.102-TCP', 'biflow_src_port': 3647, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.102-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3647}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.100-TCP', 'biflow_src_port': 3648, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.100-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3648}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '213.165.64.102-TCP', 'biflow_src_port': 3649, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '213.165.64.102-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3649}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '91.212.135.158-TCP', 'biflow_src_port': 3650, 'biflow_dst_port': 5678} | Inverse filter: {'bihost_fwd_id': '91.212.135.158-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 5678, 'biflow_dst_port': 3650}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '208.86.49.106-TCP', 'biflow_src_port': 3651, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '208.86.49.106-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3651}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '77.238.184.241-TCP', 'biflow_src_port': 3652, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '77.238.184.241-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3652}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.136.52.37-TCP', 'biflow_src_port': 3653, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.136.52.37-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3653}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '168.95.5.73-TCP', 'biflow_src_port': 3654, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '168.95.5.73-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3654}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '68.28.217.7-TCP', 'biflow_src_port': 3655, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '68.28.217.7-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3655}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '77.238.177.9-TCP', 'biflow_src_port': 3656, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '77.238.177.9-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3656}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '12.168.25.160-TCP', 'biflow_src_port': 3657, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '12.168.25.160-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3657}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '203.131.74.3-TCP', 'biflow_src_port': 3658, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '203.131.74.3-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3658}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.67.27-TCP', 'biflow_src_port': 3660, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.67.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3660}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.47.27-TCP', 'biflow_src_port': 3661, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.47.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3661}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.155.27-TCP', 'biflow_src_port': 3662, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.155.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3662}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.39.27-TCP', 'biflow_src_port': 3668, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.39.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3668}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 3671, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3671}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.113.27-TCP', 'biflow_src_port': 3676, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.113.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3676}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '216.163.188.54-TCP', 'biflow_src_port': 3703, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '216.163.188.54-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3703}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '77.238.184.241-TCP', 'biflow_src_port': 3713, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '77.238.184.241-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3713}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '77.238.177.9-TCP', 'biflow_src_port': 3717, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '77.238.177.9-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3717}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.67.27-TCP', 'biflow_src_port': 3721, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.67.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3721}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.47.27-TCP', 'biflow_src_port': 3722, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.47.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3722}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.155.27-TCP', 'biflow_src_port': 3723, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.155.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3723}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.39.27-TCP', 'biflow_src_port': 3729, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.39.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3729}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 3732, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3732}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.113.27-TCP', 'biflow_src_port': 3737, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.113.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3737}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '216.163.188.54-TCP', 'biflow_src_port': 3764, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '216.163.188.54-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3764}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '77.238.184.241-TCP', 'biflow_src_port': 3771, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '77.238.184.241-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3771}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '77.238.177.9-TCP', 'biflow_src_port': 3772, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '77.238.177.9-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3772}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.67.27-TCP', 'biflow_src_port': 3773, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.67.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3773}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.47.27-TCP', 'biflow_src_port': 3774, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.47.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3774}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.155.27-TCP', 'biflow_src_port': 3775, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.155.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3775}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.39.27-TCP', 'biflow_src_port': 3776, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.39.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3776}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '24.71.223.11-TCP', 'biflow_src_port': 3777, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '24.71.223.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3777}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.113.27-TCP', 'biflow_src_port': 3778, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.113.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3778}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '216.163.188.54-TCP', 'biflow_src_port': 3779, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '216.163.188.54-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3779}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '206.46.232.11-TCP', 'biflow_src_port': 3780, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '206.46.232.11-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3780}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '77.238.184.241-TCP', 'biflow_src_port': 3788, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '77.238.184.241-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3788}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '77.238.184.241-TCP', 'biflow_src_port': 3805, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '77.238.184.241-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3805}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '77.238.184.241-TCP', 'biflow_src_port': 3806, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '77.238.184.241-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3806}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '91.212.135.158-TCP', 'biflow_src_port': 3807, 'biflow_dst_port': 5678} | Inverse filter: {'bihost_fwd_id': '91.212.135.158-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 5678, 'biflow_dst_port': 3807}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '64.59.134.8-TCP', 'biflow_src_port': 3808, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '64.59.134.8-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3808}
Collection: tcp_biflows | No modification | Standard filter: {'bihost_fwd_id': '147.32.84.165-TCP', 'bihost_bwd_id': '74.125.113.27-TCP', 'biflow_src_port': 3809, 'biflow_dst_port': 25} | Inverse filter: {'bihost_fwd_id': '74.125.113.27-TCP', 'bihost_bwd_id': '147.32.84.165-TCP', 'biflow_src_port': 25, 'biflow_dst_port': 3809}
